Название,Адрес,Время работы,Телефон,Широта,Долгота
Брестское РУП Фармация Аптека N104,"Ольшаны, ул. Гагарина, 48, маг. Санта","09.00-20.00, пн.–пт.; 09.00-17.00, сб.; 09.00-14.00, вс.; Праздничные дни: выходной;",(01655) 55413,52.070260,27.338501
Брестское РУП Фармация Аптека N105,"Брест, ул. Ленина, 35-40","08.00-21.00, пн.–пт.; 09.00-20.00, сб.; 09.00-17.00, вс.; Праздничные дни: 9.00-17.00;",(0162) 538212,52.087958,23.686560
Брестское РУП Фармация Аптека N106,"Лунинец, аг. Красная Воля, ул. Зеленая, 1А","08.30-17.00, пн.–пт.; выходной, сб.; выходной, вс.; Перерыв: 13.00-13.30;                                                     Праздничные дни: выходной;",(01647) 28460,52.376635,27.064091
Брестское РУП Фармация Аптека N107,"Пинск, ул. Брестская, 76-33","08.00-21.00, пн.–пт.; 09.00-20.00, сб.; 10.00-17.00, вс.; Праздн. дни: 10.00-17.00;",(0165) 614700,52.112772,26.079305
Брестское РУП Фармация Аптека N108,"Иваново, д. Одрижин, ул. Ленина, 16, в здании амбулатории","09.00-15.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной;",(01652) 95291,51.973415,25.461710
Брестское РУП Фармация Аптека N11,"Брест, г.п. Домачево, ул. Комсомольская, 10","09.00-17.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной;",(0162) 961337,51.751802,23.600494
Брестское РУП Фармация Аптека N110,"Брест, аг. Остромечево, ул. Новая, 2, в здании амбулатории","08.40-16.40, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной;",(0162) 292416,52.266949,23.584625
Брестское РУП Фармация Аптека N111,"Белоозерск, ул. Строителей, 12","08.00-20.00, пн.–пт.; выходной, сб.; 08.00-16.00, вс.; Праздничные дни: 8:00-16:00;",(01643) 41434,52.467439,25.174188
Брестское РУП Фармация Аптека N112,"Столин, ул. Ульянова, 15, маг. Райпо","выходной, пн.; 09.30-18.00, вт.; 09.30-18.00, ср.; 09.30-18.00, чт.; 09.30-18.00, пт.; 09.00-17.00, сб.; выходной, вс.; Перерыв во вторник-пятницу: 14:00-14:30; Праздничные дни: выходной;",(01655) 61617,51.898225,26.850195
Брестское РУП Фармация Аптека N113,"Барановичи, ул. Комсомольская, 35-39","08.00-21.00, пн.–пт.; 09.00-18.00, сб.; 09.00-18.00, вс.; Праздничные дни: 9.00-18.00;",(0163) 656490,53.127417,26.002062
Брестское РУП Фармация Аптека N114,"Малорита, ул. Школьная, 12, маг. Санта","10.00-21.00, пн.–пт.; 10.00-21.00, сб.; 10.00-21.00, вс.; Праздничные дни: 10:00-18.00;",(01651) 60404,51.791319,24.071865
Брестское РУП Фармация Аптека N115,"Ганцевичи, аг. Хотыничи, ул. Ганцевичская, 8","09.00-16.00, пн.–пт.; 09.00-14.00, сб.; выходной, вс.; Праздничные дни: выходной;",(1646) 42619,52.630406,26.306849
Брестское РУП Фармация Аптека N116,"Брест, аг. Большие Мотыкалы, ул. Центральная, 25, в здании амбулатории","08.45-16.45, пн.–пт.; выходной, сб.; выходной, вс.; Праздн. дни: выходной;",(0162) 538316,52.196034,23.582664
Брестское РУП Фармация Аптека N117,"Дрогичин, д. Радостово, ул. Восточная, 8, в здании больницы","09.00-17.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздн. дни: выходной;",(01644) 58641,51.968542,24.950932
Брестское РУП Фармация Аптека N118,"Кобрин, ул. Советская, 136, маг. Евроопт","08.00-21.00, пн.–пт.; 09.00-17.00, сб.; выходной, вс.; Праздничные дни: выходной;",(01642) 38548,52.210019,24.338326
Брестское РУП Фармация Аптека N12,"Пружаны, г.п. Шерешево, пл. Фимина, 2, маг. Райпо","выходной, пн.; 10.00-18.00, вт.; 10.00-18.00, ср.; 10.00-18.00, чт.; 10.00-18.00, пт.; 09.00-17.00, сб.; выходной, вс.; Праздничные дни: выходной;",(01632) 29350,52.556811,24.217590
Брестское РУП Фармация Аптека N121,"Кобрин, ул. Советская, 132А, в здании поликлиники","08.00-20.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной;",(01642) 38718,52.211680,24.321890
Брестское РУП Фармация Аптека N122,"Столин, аг. Лядец, ул. Советская, 2","09.00-17.00, пн.–пт.; 09.00-14.00, сб.; выходной, вс.; Перерыв в понедельник-пятницу: 13:00-14:00; Праздничные дни: выходной;",(01655) 59492,52.063821,27.084197
Брестское РУП Фармация Аптека N123,"Высокое, ул. Социалистическая, 40, маг. Санта","10.00-21.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.; Праздничные дни: 10:00-18:00;",(01631) 72132,52.377133,23.368816
Брестское РУП Фармация Аптека N124,"Брест, ул. Советской Конституции, 8А, в здании детской поликлиники N2","08.00-20.00, пн.–пт.; 09.00-15.00, сб.; выходной, вс.; Праздничные дни: выходной;",(0162) 282322,52.100587,23.750523
Брестское РУП Фармация Аптека N126,"Пружаны, ул. Мицкевича, 27/3, в здании больницы","08.00-17.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной;",(01632) 35442,52.556198,24.455610
Брестское РУП Фармация Аптека N127,"Кобрин, ул. Ленина, 17","08.00-20.00, пн.–пт.; 09.00-16.00, сб.; 09.00-16.00, вс.; Праздничные дни: выходной;",(01642) 94414,52.212008,24.356112
Брестское РУП Фармация Аптека N129,"Брест, ул. Скрипникова, 109","10.00-18.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной;",(0162) 512803,52.108054,23.722206
Брестское РУП Фармация Аптека N13,"Коссово, ул. Максима Горького, 7","09.00-18.00, пн.–пт.; 09.00-17.00, сб.; выходной, вс.; Перерыв: 14:00-15:00; Праздничные дни: выходной;",(01645) 22257,52.757771,25.151085
Брестское РУП Фармация Аптека N130,"Столин, пос. Речица, м-н Горынь, 33А, в здании Белпочты","09.00-20.00, пн.–пт.; 09.00-17.00, сб.; 09.00-17.00, вс.; Праздничные дни: выходной;",(01655) 23907,51.863233,26.795560
Брестское РУП Фармация Аптека N131,"Ганцевичи, д. Денисковичи, ул. Ленина, 72, в здании больницы","09.00-16.00, пн.–пт.; 09.00-14.00, сб.; выходной, вс.; Праздничные дни: выходной;",(01646) 51145,52.721072,26.675652
Брестское РУП Фармация Аптека N132,"Брест, ул. Янки Купалы, 104","08.00-18.00, пн.–пт.; выходной, сб.; выходной, вс.; Праздничные дни: выходной",(0162) 340728,52.110136,23.750456
Брестское РУП Фармация Аптека N135,"Брест, ул. Жукова, 1, в здании поликлиники N3","07.45-20.00, пн.–пт.; 09.00-15.00, сб.; выходной, вс.; Праздничные дни: выходной",(0162) 933242,52.062522,23.733792
Брестское РУП Фармация Аптека N136,"Барановичи, ул. Космонавтов, 7-85","08.00-20.00, пн.–пт.; 09.00-17.00, сб.; 09.00-17.00, вс.; Праздничные дни: 9.00-17.00;",(0163) 674109,53.145641,26.049034
